Region;French Jura
Country;France
#;2
Spring Name/Station Name;La Loue
Literature;Vivier et al. (2025)
Lat;47.011
Lon;6.299
Elev (m);530
Recharge Area (km2);200
Start Date;21.02.1969
End Date;30.12.2024
Resolution;Daily
Data Source;EDF
Data License;Permission obtained by JB Charlier
Contact For License;
Spring ID;JUR_02_FR
Date;Discharge m^3/s
1993-10-29T00:00:00.000Z;0.188
1993-10-30T00:00:00.000Z;0.159
1993-10-31T00:00:00.000Z;0.135
1993-11-01T00:00:00.000Z;0.12
1993-11-02T00:00:00.000Z;0.101
1993-11-03T00:00:00.000Z;0.091
1993-11-04T00:00:00.000Z;0.087
1993-11-05T00:00:00.000Z;0.083
1993-11-06T00:00:00.000Z;0.081
1993-11-07T00:00:00.000Z;0.08
1993-11-08T00:00:00.000Z;0.078
1993-11-09T00:00:00.000Z;0.076
1993-11-10T00:00:00.000Z;0.074
1993-11-11T00:00:00.000Z;0.397
1993-11-12T00:00:00.000Z;0.276
1993-11-13T00:00:00.000Z;0.187
1993-11-14T00:00:00.000Z;0.167
1993-11-15T00:00:00.000Z;0.344
1993-11-16T00:00:00.000Z;0.678
1993-11-17T00:00:00.000Z;0.498
1993-11-18T00:00:00.000Z;0.325
1993-11-19T00:00:00.000Z;0.256
1993-11-20T00:00:00.000Z;0.215
1993-11-21T00:00:00.000Z;0.178
1993-11-22T00:00:00.000Z;0.146
1993-11-23T00:00:00.000Z;0.126
1993-11-24T00:00:00.000Z;0.235
1993-11-25T00:00:00.000Z;0.433
1993-11-26T00:00:00.000Z;0.317
1993-11-27T00:00:00.000Z;0.234
1993-11-28T00:00:00.000Z;0.19
1993-11-29T00:00:00.000Z;0.163
1993-11-30T00:00:00.000Z;0.145
1993-12-01T00:00:00.000Z;0.129
1993-12-02T00:00:00.000Z;0.112
1993-12-03T00:00:00.000Z;0.433
1993-12-04T00:00:00.000Z;0.418
1993-12-05T00:00:00.000Z;0.603
1993-12-06T00:00:00.000Z;0.373
1993-12-07T00:00:00.000Z;0.275
1993-12-08T00:00:00.000Z;0.56
1993-12-09T00:00:00.000Z;1.37
1993-12-10T00:00:00.000Z;1.1
1993-12-11T00:00:00.000Z;2.28
1993-12-12T00:00:00.000Z;0.815
1993-12-13T00:00:00.000Z;0.505
1993-12-14T00:00:00.000Z;1.53
1993-12-15T00:00:00.000Z;0.945
1993-12-16T00:00:00.000Z;2.32
1993-12-17T00:00:00.000Z;3.3
1993-12-18T00:00:00.000Z;1.87
1993-12-19T00:00:00.000Z;1.89
1993-12-20T00:00:00.000Z;3.48
1993-12-21T00:00:00.000Z;3.16
1993-12-22T00:00:00.000Z;1.32
1993-12-23T00:00:00.000Z;2.19
1993-12-24T00:00:00.000Z;2.34
1993-12-25T00:00:00.000Z;1
1993-12-26T00:00:00.000Z;0.595
1993-12-27T00:00:00.000Z;0.438
1993-12-28T00:00:00.000Z;0.37
1993-12-29T00:00:00.000Z;0.495
1993-12-30T00:00:00.000Z;3.17
1993-12-31T00:00:00.000Z;3.23
1994-01-01T00:00:00.000Z;3.1
1994-01-02T00:00:00.000Z;3.15
1994-01-03T00:00:00.000Z;2.77
1994-01-04T00:00:00.000Z;3.19
1994-01-05T00:00:00.000Z;2.04
1994-01-06T00:00:00.000Z;2.09
1994-01-07T00:00:00.000Z;3.2
1994-01-08T00:00:00.000Z;1.19
1994-01-09T00:00:00.000Z;0.676
1994-01-10T00:00:00.000Z;0.436
1994-01-11T00:00:00.000Z;0.34
1994-01-12T00:00:00.000Z;0.796
1994-01-13T00:00:00.000Z;1.19
1994-01-14T00:00:00.000Z;3.09
1994-01-15T00:00:00.000Z;1.57
1994-01-16T00:00:00.000Z;0.798
1994-01-17T00:00:00.000Z;0.523
1994-01-18T00:00:00.000Z;0.39
1994-01-19T00:00:00.000Z;0.33
1994-01-20T00:00:00.000Z;0.259
1994-01-21T00:00:00.000Z;0.228
1994-01-22T00:00:00.000Z;0.189
1994-01-23T00:00:00.000Z;0.197
1994-01-24T00:00:00.000Z;3.77
1994-01-25T00:00:00.000Z;7.06
1994-01-26T00:00:00.000Z;3.63
1994-01-27T00:00:00.000Z;1.16
1994-01-28T00:00:00.000Z;1.41
1994-01-29T00:00:00.000Z;0.713
1994-01-30T00:00:00.000Z;0.46
1994-01-31T00:00:00.000Z;0.354
1994-02-01T00:00:00.000Z;0.285
1994-02-02T00:00:00.000Z;0.251
1994-02-03T00:00:00.000Z;0.229
1994-02-04T00:00:00.000Z;0.244
1994-02-05T00:00:00.000Z;0.215
1994-02-06T00:00:00.000Z;0.993
1994-02-07T00:00:00.000Z;0.899
1994-02-08T00:00:00.000Z;0.548
1994-02-09T00:00:00.000Z;0.455
1994-02-10T00:00:00.000Z;2.01
1994-02-11T00:00:00.000Z;1
1994-02-12T00:00:00.000Z;0.565
1994-02-13T00:00:00.000Z;0.389
1994-02-14T00:00:00.000Z;0.287
1994-02-15T00:00:00.000Z;0.244
1994-02-16T00:00:00.000Z;0.211
1994-02-17T00:00:00.000Z;0.194
1994-02-18T00:00:00.000Z;0.18
1994-02-19T00:00:00.000Z;0.168
1994-02-20T00:00:00.000Z;0.399
1994-02-21T00:00:00.000Z;1.72
1994-02-22T00:00:00.000Z;1.55
1994-02-23T00:00:00.000Z;1.15
1994-02-24T00:00:00.000Z;1.35
1994-02-25T00:00:00.000Z;1.54
1994-02-26T00:00:00.000Z;0.686
1994-02-27T00:00:00.000Z;0.399
1994-02-28T00:00:00.000Z;2.47
1994-03-01T00:00:00.000Z;0.897
1994-03-02T00:00:00.000Z;0.529
1994-03-03T00:00:00.000Z;0.547
1994-03-04T00:00:00.000Z;0.664
1994-03-05T00:00:00.000Z;0.41
1994-03-06T00:00:00.000Z;0.288
1994-03-07T00:00:00.000Z;0.233
1994-03-08T00:00:00.000Z;0.204
1994-03-09T00:00:00.000Z;0.177
1994-03-10T00:00:00.000Z;0.151
1994-03-11T00:00:00.000Z;0.134
1994-03-12T00:00:00.000Z;0.404
1994-03-13T00:00:00.000Z;0.76
1994-03-14T00:00:00.000Z;1.6
1994-03-15T00:00:00.000Z;0.549
1994-03-16T00:00:00.000Z;0.54
1994-03-17T00:00:00.000Z;0.509
1994-03-18T00:00:00.000Z;0.474
1994-03-19T00:00:00.000Z;0.355
1994-03-20T00:00:00.000Z;2.33
1994-03-21T00:00:00.000Z;1.06
1994-03-22T00:00:00.000Z;0.653
1994-03-23T00:00:00.000Z;0.414
1994-03-24T00:00:00.000Z;0.295
1994-03-25T00:00:00.000Z;0.232
1994-03-26T00:00:00.000Z;1.73
1994-03-27T00:00:00.000Z;0.597
1994-03-28T00:00:00.000Z;0.353
1994-03-29T00:00:00.000Z;0.249
1994-03-30T00:00:00.000Z;0.207
1994-03-31T00:00:00.000Z;0.175
1994-04-01T00:00:00.000Z;0.457
1994-04-02T00:00:00.000Z;0.612
1994-04-03T00:00:00.000Z;0.659
1994-04-04T00:00:00.000Z;1.39
1994-04-05T00:00:00.000Z;1.2
1994-04-06T00:00:00.000Z;0.949
1994-04-07T00:00:00.000Z;1.81
1994-04-08T00:00:00.000Z;2.49
1994-04-09T00:00:00.000Z;2.02
1994-04-10T00:00:00.000Z;1.74
1994-04-11T00:00:00.000Z;1.04
1994-04-12T00:00:00.000Z;1.21
1994-04-13T00:00:00.000Z;2.34
1994-04-14T00:00:00.000Z;0.86
1994-04-15T00:00:00.000Z;0.525
1994-04-16T00:00:00.000Z;0.392
1994-04-17T00:00:00.000Z;0.309
1994-04-18T00:00:00.000Z;0.254
1994-04-19T00:00:00.000Z;0.221
1994-04-20T00:00:00.000Z;0.191
1994-04-21T00:00:00.000Z;0.158
1994-04-22T00:00:00.000Z;0.152
1994-04-23T00:00:00.000Z;0.132
1994-04-24T00:00:00.000Z;0.122
1994-04-25T00:00:00.000Z;1.39
1994-04-26T00:00:00.000Z;0.848
1994-04-27T00:00:00.000Z;0.376
1994-04-28T00:00:00.000Z;0.274
1994-04-29T00:00:00.000Z;0.229
1994-04-30T00:00:00.000Z;0.195
1994-05-01T00:00:00.000Z;0.162
1994-05-02T00:00:00.000Z;0.14
1994-05-03T00:00:00.000Z;0.13
1994-05-04T00:00:00.000Z;0.23
1994-05-05T00:00:00.000Z;0.244
1994-05-06T00:00:00.000Z;0.162
1994-05-07T00:00:00.000Z;0.14
1994-05-08T00:00:00.000Z;0.141
1994-05-09T00:00:00.000Z;0.848
1994-05-10T00:00:00.000Z;0.406
1994-05-11T00:00:00.000Z;0.288
1994-05-12T00:00:00.000Z;0.237
1994-05-13T00:00:00.000Z;0.284
1994-05-14T00:00:00.000Z;0.223
1994-05-15T00:00:00.000Z;0.168
1994-05-16T00:00:00.000Z;0.152
1994-05-17T00:00:00.000Z;0.14
1994-05-18T00:00:00.000Z;1.24
1994-05-19T00:00:00.000Z;5.74
1994-05-20T00:00:00.000Z;1.61
1994-05-21T00:00:00.000Z;0.853
1994-05-22T00:00:00.000Z;0.458
1994-05-23T00:00:00.000Z;0.343
1994-05-24T00:00:00.000Z;0.921
1994-05-25T00:00:00.000Z;1.18
1994-05-26T00:00:00.000Z;0.509
1994-05-27T00:00:00.000Z;0.734
1994-05-28T00:00:00.000Z;0.454
1994-05-29T00:00:00.000Z;0.348
1994-05-30T00:00:00.000Z;0.264
1994-05-31T00:00:00.000Z;0.215
1994-06-01T00:00:00.000Z;0.167
1994-06-02T00:00:00.000Z;0.252
1994-06-03T00:00:00.000Z;0.326
1994-06-04T00:00:00.000Z;0.259
1994-06-05T00:00:00.000Z;1.28
1994-06-06T00:00:00.000Z;0.385
1994-06-07T00:00:00.000Z;0.254
1994-06-08T00:00:00.000Z;0.346
1994-06-09T00:00:00.000Z;1.38
1994-06-10T00:00:00.000Z;0.395
1994-06-11T00:00:00.000Z;0.303
1994-06-12T00:00:00.000Z;0.246
1994-06-13T00:00:00.000Z;0.202
1994-06-14T00:00:00.000Z;0.165
1994-06-15T00:00:00.000Z;0.121
1994-06-16T00:00:00.000Z;0.098
1994-06-17T00:00:00.000Z;0.088
1994-06-18T00:00:00.000Z;0.08
1994-06-19T00:00:00.000Z;0.075
1994-06-20T00:00:00.000Z;0.455
1994-06-21T00:00:00.000Z;0.159
1994-06-22T00:00:00.000Z;0.097
1994-06-23T00:00:00.000Z;0.082
1994-06-24T00:00:00.000Z;0.088
1994-06-25T00:00:00.000Z;0.12
1994-06-26T00:00:00.000Z;0.079
1994-06-27T00:00:00.000Z;0.659
1994-06-28T00:00:00.000Z;0.202
1994-06-29T00:00:00.000Z;0.123
1994-06-30T00:00:00.000Z;0.09
1994-07-01T00:00:00.000Z;0.081
1994-07-02T00:00:00.000Z;0.072
1994-07-03T00:00:00.000Z;0.065
1994-07-04T00:00:00.000Z;0.063
1994-07-05T00:00:00.000Z;0.172
1994-07-06T00:00:00.000Z;0.069
1994-07-07T00:00:00.000Z;0.058
1994-07-08T00:00:00.000Z;0.051
1994-07-09T00:00:00.000Z;0.042
1994-07-10T00:00:00.000Z;0.037
1994-07-11T00:00:00.000Z;0.032
1994-07-12T00:00:00.000Z;0.026
1994-07-13T00:00:00.000Z;0.026
1994-07-14T00:00:00.000Z;0.025
1994-07-15T00:00:00.000Z;0.022
1994-07-16T00:00:00.000Z;0.021
1994-07-17T00:00:00.000Z;0.02
1994-07-18T00:00:00.000Z;0.021
1994-07-19T00:00:00.000Z;0.067
1994-07-20T00:00:00.000Z;0.117
1994-07-21T00:00:00.000Z;0.035
1994-07-22T00:00:00.000Z;0.023
1994-07-23T00:00:00.000Z;0.02
1994-07-24T00:00:00.000Z;0.02
1994-07-25T00:00:00.000Z;0.019
1994-07-26T00:00:00.000Z;0.019
1994-07-27T00:00:00.000Z;0.019
1994-07-28T00:00:00.000Z;0.019
1994-07-29T00:00:00.000Z;0.019
1994-07-30T00:00:00.000Z;0.018
1994-07-31T00:00:00.000Z;0.018
1994-08-01T00:00:00.000Z;0.019
1994-08-02T00:00:00.000Z;0.019
1994-08-03T00:00:00.000Z;0.018
1994-08-04T00:00:00.000Z;0.017
1994-08-05T00:00:00.000Z;0.017
1994-08-06T00:00:00.000Z;0.017
1994-08-07T00:00:00.000Z;0.017
1994-08-08T00:00:00.000Z;0.018
1994-08-09T00:00:00.000Z;0.018
1994-08-10T00:00:00.000Z;0.017
1994-08-11T00:00:00.000Z;0.016
1994-08-12T00:00:00.000Z;0.016
1994-08-13T00:00:00.000Z;0.016
1994-08-14T00:00:00.000Z;0.017
1994-08-15T00:00:00.000Z;0.017
1994-08-16T00:00:00.000Z;0.017
1994-08-17T00:00:00.000Z;0.017
1994-08-18T00:00:00.000Z;0.018
1994-08-19T00:00:00.000Z;0.017
1994-08-20T00:00:00.000Z;0.017
1994-08-21T00:00:00.000Z;0.017
1994-08-22T00:00:00.000Z;0.018
1994-08-23T00:00:00.000Z;0.018
1994-08-24T00:00:00.000Z;0.081
1994-08-25T00:00:00.000Z;0.027
1994-08-26T00:00:00.000Z;0.02
1994-08-27T00:00:00.000Z;0.02
1994-08-28T00:00:00.000Z;0.019
1994-08-29T00:00:00.000Z;0.019
1994-08-30T00:00:00.000Z;0.019
1994-08-31T00:00:00.000Z;0.02
1994-09-01T00:00:00.000Z;0.273
1994-09-02T00:00:00.000Z;0.059
1994-09-03T00:00:00.000Z;0.034
1994-09-04T00:00:00.000Z;0.025
1994-09-05T00:00:00.000Z;0.024
1994-09-06T00:00:00.000Z;0.021
1994-09-07T00:00:00.000Z;0.313
1994-09-08T00:00:00.000Z;1.55
1994-09-09T00:00:00.000Z;0.493
1994-09-10T00:00:00.000Z;0.223
1994-09-11T00:00:00.000Z;0.166
1994-09-12T00:00:00.000Z;1.13
1994-09-13T00:00:00.000Z;1.98
1994-09-14T00:00:00.000Z;1.59
1994-09-15T00:00:00.000Z;1.72
1994-09-16T00:00:00.000Z;1.54
1994-09-17T00:00:00.000Z;0.719
1994-09-18T00:00:00.000Z;0.456
1994-09-19T00:00:00.000Z;0.471
1994-09-20T00:00:00.000Z;0.308
1994-09-21T00:00:00.000Z;0.657
1994-09-22T00:00:00.000Z;0.351
1994-09-23T00:00:00.000Z;0.218
1994-09-24T00:00:00.000Z;0.136
1994-09-25T00:00:00.000Z;0.091
1994-09-26T00:00:00.000Z;0.082
1994-09-27T00:00:00.000Z;0.075
1994-09-28T00:00:00.000Z;0.069
1994-09-29T00:00:00.000Z;0.059
1994-09-30T00:00:00.000Z;0.053
1994-10-01T00:00:00.000Z;0.05
1994-10-02T00:00:00.000Z;0.047
1994-10-03T00:00:00.000Z;0.079
1994-10-04T00:00:00.000Z;0.166
1994-10-05T00:00:00.000Z;0.095
1994-10-06T00:00:00.000Z;0.076
1994-10-07T00:00:00.000Z;0.073
1994-10-08T00:00:00.000Z;0.065
1994-10-09T00:00:00.000Z;0.055
1994-10-10T00:00:00.000Z;0.049
1994-10-11T00:00:00.000Z;0.044
1994-10-12T00:00:00.000Z;0.038
1994-10-13T00:00:00.000Z;0.039
1994-10-14T00:00:00.000Z;0.045
1994-10-15T00:00:00.000Z;0.039
1994-10-16T00:00:00.000Z;0.035
1994-10-17T00:00:00.000Z;0.035
1994-10-18T00:00:00.000Z;0.035
1994-10-19T00:00:00.000Z;0.035
1994-10-20T00:00:00.000Z;0.035
1994-10-21T00:00:00.000Z;0.032
1994-10-22T00:00:00.000Z;0.035
1994-10-23T00:00:00.000Z;0.065
1994-10-24T00:00:00.000Z;0.088
1994-10-25T00:00:00.000Z;0.331
1994-10-26T00:00:00.000Z;1.59
1994-10-27T00:00:00.000Z;0.65
1994-10-28T00:00:00.000Z;0.559
1994-10-29T00:00:00.000Z;0.536
1994-10-30T00:00:00.000Z;0.716
1994-10-31T00:00:00.000Z;0.419
1994-11-01T00:00:00.000Z;0.394
1994-11-02T00:00:00.000Z;0.326
1994-11-03T00:00:00.000Z;0.223
1994-11-04T00:00:00.000Z;0.158
1994-11-05T00:00:00.000Z;0.107
1994-11-06T00:00:00.000Z;0.107
1994-11-07T00:00:00.000Z;0.117
1994-11-08T00:00:00.000Z;0.091
1994-11-09T00:00:00.000Z;0.087
1994-11-10T00:00:00.000Z;1.13
1994-11-11T00:00:00.000Z;1.01
1994-11-12T00:00:00.000Z;0.449
1994-11-13T00:00:00.000Z;0.274
1994-11-14T00:00:00.000Z;0.223
1994-11-15T00:00:00.000Z;0.252
1994-11-16T00:00:00.000Z;0.478
1994-11-17T00:00:00.000Z;0.293
1994-11-18T00:00:00.000Z;0.487
1994-11-19T00:00:00.000Z;1.71
1994-11-20T00:00:00.000Z;0.715
1994-11-21T00:00:00.000Z;0.348
1994-11-22T00:00:00.000Z;0.247
1994-11-23T00:00:00.000Z;0.185
1994-11-24T00:00:00.000Z;0.141
1994-11-25T00:00:00.000Z;0.112
1994-11-26T00:00:00.000Z;0.093
1994-11-27T00:00:00.000Z;0.084
1994-11-28T00:00:00.000Z;0.076
1994-11-29T00:00:00.000Z;0.074
1994-11-30T00:00:00.000Z;0.071
1994-12-01T00:00:00.000Z;0.067
1994-12-02T00:00:00.000Z;0.063
1994-12-03T00:00:00.000Z;0.059
1994-12-04T00:00:00.000Z;0.057
1994-12-05T00:00:00.000Z;0.552
1994-12-06T00:00:00.000Z;0.362
1994-12-07T00:00:00.000Z;0.265
1994-12-08T00:00:00.000Z;0.515
1994-12-09T00:00:00.000Z;3
1994-12-10T00:00:00.000Z;3.62
1994-12-11T00:00:00.000Z;0.726
1994-12-12T00:00:00.000Z;0.346
1994-12-13T00:00:00.000Z;0.244
1994-12-14T00:00:00.000Z;0.194
1994-12-15T00:00:00.000Z;0.159
1994-12-16T00:00:00.000Z;0.117
1994-12-17T00:00:00.000Z;0.097
1994-12-18T00:00:00.000Z;0.095
1994-12-19T00:00:00.000Z;0.122
1994-12-20T00:00:00.000Z;0.172
1994-12-21T00:00:00.000Z;0.194
1994-12-22T00:00:00.000Z;0.183
1994-12-23T00:00:00.000Z;0.149
1994-12-24T00:00:00.000Z;0.116
1994-12-25T00:00:00.000Z;0.096
1994-12-26T00:00:00.000Z;0.088
1994-12-27T00:00:00.000Z;1.36
1994-12-28T00:00:00.000Z;4.81
1994-12-29T00:00:00.000Z;1.52
1994-12-30T00:00:00.000Z;5.14
1994-12-31T00:00:00.000Z;2.36
1995-01-01T00:00:00.000Z;2.11
1995-01-02T00:00:00.000Z;0.754
1995-01-03T00:00:00.000Z;0.42
1995-01-04T00:00:00.000Z;0.338
1995-01-05T00:00:00.000Z;0.293
1995-01-06T00:00:00.000Z;0.264
1995-01-07T00:00:00.000Z;0.218
1995-01-08T00:00:00.000Z;0.198
1995-01-09T00:00:00.000Z;0.198
1995-01-10T00:00:00.000Z;1.79
1995-01-11T00:00:00.000Z;7.07
1995-01-12T00:00:00.000Z;1.25
1995-01-13T00:00:00.000Z;0.584
1995-01-14T00:00:00.000Z;0.381
1995-01-15T00:00:00.000Z;0.309
1995-01-16T00:00:00.000Z;0.254
1995-01-17T00:00:00.000Z;0.228
1995-01-18T00:00:00.000Z;1.4
1995-01-19T00:00:00.000Z;1.25
1995-01-20T00:00:00.000Z;1.25
1995-01-21T00:00:00.000Z;1.34
1995-01-22T00:00:00.000Z;3.47
1995-01-23T00:00:00.000Z;4.27
1995-01-24T00:00:00.000Z;1.88
1995-01-25T00:00:00.000Z;5.63
1995-01-26T00:00:00.000Z;2.08
1995-01-27T00:00:00.000Z;1.06
1995-01-28T00:00:00.000Z;0.994
1995-01-29T00:00:00.000Z;2.23
1995-01-30T00:00:00.000Z;2.59
1995-01-31T00:00:00.000Z;1.54
1995-02-01T00:00:00.000Z;0.585
1995-02-02T00:00:00.000Z;0.351
1995-02-03T00:00:00.000Z;0.275
1995-02-04T00:00:00.000Z;0.235
1995-02-05T00:00:00.000Z;0.246
1995-02-06T00:00:00.000Z;0.237
1995-02-07T00:00:00.000Z;0.21
1995-02-08T00:00:00.000Z;0.184
1995-02-09T00:00:00.000Z;1.33
1995-02-10T00:00:00.000Z;0.722
1995-02-11T00:00:00.000Z;1.36
1995-02-12T00:00:00.000Z;0.912
1995-02-13T00:00:00.000Z;0.85
1995-02-14T00:00:00.000Z;1.67
1995-02-15T00:00:00.000Z;1.38
1995-02-16T00:00:00.000Z;3.32
1995-02-17T00:00:00.000Z;2.04
1995-02-18T00:00:00.000Z;2.15
1995-02-19T00:00:00.000Z;1.21
1995-02-20T00:00:00.000Z;1.02
1995-02-21T00:00:00.000Z;0.552
1995-02-22T00:00:00.000Z;0.667
1995-02-23T00:00:00.000Z;0.406
1995-02-24T00:00:00.000Z;2.94
1995-02-25T00:00:00.000Z;3.39
1995-02-26T00:00:00.000Z;1.42
1995-02-27T00:00:00.000Z;0.676
1995-02-28T00:00:00.000Z;0.424
1995-03-01T00:00:00.000Z;0.332
1995-03-02T00:00:00.000Z;0.265
1995-03-03T00:00:00.000Z;0.245
1995-03-04T00:00:00.000Z;0.263
1995-03-05T00:00:00.000Z;0.284
1995-03-06T00:00:00.000Z;0.455
1995-03-07T00:00:00.000Z;0.465
1995-03-08T00:00:00.000Z;0.406
1995-03-09T00:00:00.000Z;0.413
1995-03-10T00:00:00.000Z;0.577
1995-03-11T00:00:00.000Z;0.8
1995-03-12T00:00:00.000Z;0.926
1995-03-13T00:00:00.000Z;0.618
1995-03-14T00:00:00.000Z;0.359
1995-03-15T00:00:00.000Z;0.291
1995-03-16T00:00:00.000Z;0.468
1995-03-17T00:00:00.000Z;0.549
1995-03-18T00:00:00.000Z;4.58
1995-03-19T00:00:00.000Z;3.67
1995-03-20T00:00:00.000Z;2.17
1995-03-21T00:00:00.000Z;1.08
1995-03-22T00:00:00.000Z;0.828
1995-03-23T00:00:00.000Z;0.642
1995-03-24T00:00:00.000Z;0.434
1995-03-25T00:00:00.000Z;0.316
1995-03-26T00:00:00.000Z;0.264
1995-03-27T00:00:00.000Z;3.13
1995-03-28T00:00:00.000Z;1.39
1995-03-29T00:00:00.000Z;2.13
1995-03-30T00:00:00.000Z;0.919
1995-03-31T00:00:00.000Z;0.513
1995-04-01T00:00:00.000Z;0.389
1995-04-02T00:00:00.000Z;0.357
1995-04-03T00:00:00.000Z;0.294
1995-04-04T00:00:00.000Z;0.246
1995-04-05T00:00:00.000Z;0.21
1995-04-06T00:00:00.000Z;0.183
1995-04-07T00:00:00.000Z;0.151
1995-04-08T00:00:00.000Z;0.134
1995-04-09T00:00:00.000Z;0.123
1995-04-10T00:00:00.000Z;0.107
1995-04-11T00:00:00.000Z;0.09
1995-04-12T00:00:00.000Z;0.083
1995-04-13T00:00:00.000Z;0.08
1995-04-14T00:00:00.000Z;0.078
1995-04-15T00:00:00.000Z;0.075
1995-04-16T00:00:00.000Z;0.185
1995-04-17T00:00:00.000Z;0.148
1995-04-18T00:00:00.000Z;0.112
1995-04-19T00:00:00.000Z;0.666
1995-04-20T00:00:00.000Z;0.856
1995-04-21T00:00:00.000Z;0.336
1995-04-22T00:00:00.000Z;0.255
1995-04-23T00:00:00.000Z;0.216
1995-04-24T00:00:00.000Z;0.198
1995-04-25T00:00:00.000Z;0.198
1995-04-26T00:00:00.000Z;1.04
1995-04-27T00:00:00.000Z;2.07
1995-04-28T00:00:00.000Z;1.01
1995-04-29T00:00:00.000Z;0.434
1995-04-30T00:00:00.000Z;0.376
1995-05-01T00:00:00.000Z;0.34
1995-05-02T00:00:00.000Z;0.268
1995-05-03T00:00:00.000Z;0.22
1995-05-04T00:00:00.000Z;0.185
1995-05-05T00:00:00.000Z;0.16
1995-05-06T00:00:00.000Z;0.136
1995-05-07T00:00:00.000Z;0.114
1995-05-08T00:00:00.000Z;0.1
1995-05-09T00:00:00.000Z;0.132
1995-05-10T00:00:00.000Z;0.09
1995-05-11T00:00:00.000Z;0.084
1995-05-12T00:00:00.000Z;0.09
1995-05-13T00:00:00.000Z;2.06
1995-05-14T00:00:00.000Z;3.16
1995-05-15T00:00:00.000Z;0.766
1995-05-16T00:00:00.000Z;0.542
1995-05-17T00:00:00.000Z;1.43
1995-05-18T00:00:00.000Z;2.83
1995-05-19T00:00:00.000Z;1.25
1995-05-20T00:00:00.000Z;0.477
1995-05-21T00:00:00.000Z;0.305
1995-05-22T00:00:00.000Z;0.234
1995-05-23T00:00:00.000Z;0.193
1995-05-24T00:00:00.000Z;0.153
1995-05-25T00:00:00.000Z;0.115
1995-05-26T00:00:00.000Z;0.289
1995-05-27T00:00:00.000Z;0.447
1995-05-28T00:00:00.000Z;0.231
1995-05-29T00:00:00.000Z;0.707
1995-05-30T00:00:00.000Z;0.821
1995-05-31T00:00:00.000Z;5.09
1995-06-01T00:00:00.000Z;3.33
1995-06-02T00:00:00.000Z;0.878
1995-06-03T00:00:00.000Z;0.39
1995-06-04T00:00:00.000Z;0.329
1995-06-05T00:00:00.000Z;1.4
1995-06-06T00:00:00.000Z;0.731
1995-06-07T00:00:00.000Z;0.385
1995-06-08T00:00:00.000Z;0.277
1995-06-09T00:00:00.000Z;0.303
1995-06-10T00:00:00.000Z;0.233
1995-06-11T00:00:00.000Z;0.194
1995-06-12T00:00:00.000Z;0.178
1995-06-13T00:00:00.000Z;0.335
1995-06-14T00:00:00.000Z;0.501
1995-06-15T00:00:00.000Z;0.31
1995-06-16T00:00:00.000Z;0.243
1995-06-17T00:00:00.000Z;0.195
1995-06-18T00:00:00.000Z;0.184
1995-06-19T00:00:00.000Z;0.148
1995-06-20T00:00:00.000Z;0.101
1995-06-21T00:00:00.000Z;0.089
1995-06-22T00:00:00.000Z;0.084
1995-06-23T00:00:00.000Z;0.083
1995-06-24T00:00:00.000Z;0.074
1995-06-25T00:00:00.000Z;0.072
1995-06-26T00:00:00.000Z;0.066
1995-06-27T00:00:00.000Z;0.059
1995-06-28T00:00:00.000Z;0.053
1995-06-29T00:00:00.000Z;0.052
1995-06-30T00:00:00.000Z;0.047
1995-07-01T00:00:00.000Z;0.041
1995-07-02T00:00:00.000Z;0.041
1995-07-03T00:00:00.000Z;0.262
1995-07-04T00:00:00.000Z;0.113
1995-07-05T00:00:00.000Z;0.071
1995-07-06T00:00:00.000Z;0.052
1995-07-07T00:00:00.000Z;0.047
1995-07-08T00:00:00.000Z;0.042
1995-07-09T00:00:00.000Z;0.049
1995-07-10T00:00:00.000Z;0.034
1995-07-11T00:00:00.000Z;0.03
1995-07-12T00:00:00.000Z;0.028
1995-07-13T00:00:00.000Z;0.027
1995-07-14T00:00:00.000Z;0.029
1995-07-15T00:00:00.000Z;0.026
1995-07-16T00:00:00.000Z;0.356
1995-07-17T00:00:00.000Z;0.109
1995-07-18T00:00:00.000Z;0.056
1995-07-19T00:00:00.000Z;0.035
1995-07-20T00:00:00.000Z;0.03
1995-07-21T00:00:00.000Z;0.028
1995-07-22T00:00:00.000Z;0.025
1995-07-23T00:00:00.000Z;0.028
1995-07-24T00:00:00.000Z;0.025
1995-07-25T00:00:00.000Z;0.025
1995-07-26T00:00:00.000Z;0.025
1995-07-27T00:00:00.000Z;0.025
1995-07-28T00:00:00.000Z;0.025
1995-07-29T00:00:00.000Z;0.025
1995-07-30T00:00:00.000Z;0.025
1995-07-31T00:00:00.000Z;0.025
1995-08-01T00:00:00.000Z;0.025
1995-08-02T00:00:00.000Z;0.023
1995-08-03T00:00:00.000Z;0.023
1995-08-04T00:00:00.000Z;0.02
1995-08-05T00:00:00.000Z;0.02
1995-08-06T00:00:00.000Z;0.02
1995-08-07T00:00:00.000Z;0.022
1995-08-08T00:00:00.000Z;0.027
1995-08-09T00:00:00.000Z;0.056
1995-08-10T00:00:00.000Z;0.026
1995-08-11T00:00:00.000Z;0.02
1995-08-12T00:00:00.000Z;0.02
1995-08-13T00:00:00.000Z;0.022
1995-08-14T00:00:00.000Z;0.02
1995-08-15T00:00:00.000Z;0.023
1995-08-16T00:00:00.000Z;0.02
1995-08-17T00:00:00.000Z;0.019
