Region;Taurus
8.03.2010;3.53
9.03.2010;4.36
10.03.2010;4.85
11.03.2010;4.36
12.03.2010;5.02
13.03.2010;5.43
14.03.2010;5.02
15.03.2010;4.69
16.03.2010;4.69
17.03.2010;4.02
18.03.2010;3.36
19.03.2010;3.09
20.03.2010;2.82
21.03.2010;2.56
22.03.2010;2.56
23.03.2010;2.69
24.03.2010;2.82
25.03.2010;2.96
26.03.2010;2.96
27.03.2010;2.82
28.03.2010;2.96
29.03.2010;3.36
30.03.2010;4.02
31.03.2010;3.23
1.04.2010;3.09
2.04.2010;3.09
3.04.2010;3.23
4.04.2010;3.53
5.04.2010;3.53
6.04.2010;3.53
7.04.2010;3.86
8.04.2010;3.53
9.04.2010;2.96
10.04.2010;2.56
11.04.2010;2.42
12.04.2010;9.45
13.04.2010;9.45
14.04.2010;7.56
15.04.2010;6.47
16.04.2010;6.06
17.04.2010;6.06
18.04.2010;6.26
19.04.2010;6.47
20.04.2010;6.47
21.04.2010;8.74
22.04.2010;8.98
23.04.2010;7.56
24.04.2010;6.47
25.04.2010;5.85
26.04.2010;5.85
27.04.2010;6.06
28.04.2010;6.06
29.04.2010;5.64
30.04.2010;5.43
1.05.2010;5.85
2.05.2010;5.85
3.05.2010;5.43
4.05.2010;5.43
5.05.2010;5.64
6.05.2010;6.06
7.05.2010;6.06
8.05.2010;6.47
9.05.2010;6.68
10.05.2010;6.68
11.05.2010;6.47
12.05.2010;6.47
13.05.2010;6.47
14.05.2010;6.47
15.05.2010;6.47
16.05.2010;6.88
17.05.2010;7.09
18.05.2010;7.09
19.05.2010;6.47
20.05.2010;5.64
21.05.2010;5.23
22.05.2010;5.02
23.05.2010;4.69
24.05.2010;4.36
25.05.2010;4.02
26.05.2010;3.86
27.05.2010;3.86
28.05.2010;4.36
29.05.2010;4.85
30.05.2010;5.02
31.05.2010;5.23
1.06.2010;5.23
2.06.2010;5.43
3.06.2010;5.43
4.06.2010;5.43
5.06.2010;5.43
6.06.2010;5.43
7.06.2010;5.02
8.06.2010;4.85
9.06.2010;4.85
10.06.2010;6.06
11.06.2010;5.85
12.06.2010;4.85
13.06.2010;4.52
14.06.2010;5.02
15.06.2010;5.02
16.06.2010;5.02
17.06.2010;5.02
18.06.2010;4.85
19.06.2010;4.36
20.06.2010;4.02
21.06.2010;3.69
22.06.2010;3.69
23.06.2010;3.53
24.06.2010;3.36
25.06.2010;3.09
26.06.2010;2.82
27.06.2010;2.96
28.06.2010;3.36
29.06.2010;3.23
30.06.2010;2.82
1.07.2010;2.56
2.07.2010;2.42
3.07.2010;2.29
4.07.2010;2.29
5.07.2010;2.29
6.07.2010;2.29
7.07.2010;2.15
8.07.2010;2.02
9.07.2010;2.02
10.07.2010;1.92
11.07.2010;1.92
12.07.2010;1.82
13.07.2010;1.71
14.07.2010;1.71
15.07.2010;1.71
16.07.2010;1.61
17.07.2010;1.51
18.07.2010;1.42
19.07.2010;1.33
20.07.2010;1.33
21.07.2010;1.25
22.07.2010;1.25
23.07.2010;1.25
24.07.2010;1.16
25.07.2010;2.56
26.07.2010;4.69
27.07.2010;4.52
28.07.2010;4.36
29.07.2010;4.36
30.07.2010;4.19
31.07.2010;4.02
1.08.2010;3.86
2.08.2010;3.86
3.08.2010;3.69
4.08.2010;3.53
5.08.2010;3.23
6.08.2010;3.23
7.08.2010;3.23
8.08.2010;3.09
9.08.2010;2.96
10.08.2010;2.82
11.08.2010;2.69
12.08.2010;2.56
13.08.2010;2.56
14.08.2010;2.56
15.08.2010;2.56
16.08.2010;2.42
17.08.2010;2.29
18.08.2010;2.42
19.08.2010;2.29
20.08.2010;2.29
21.08.2010;2.15
22.08.2010;2.29
23.08.2010;2.15
24.08.2010;2.02
25.08.2010;1.92
26.08.2010;1.92
27.08.2010;2.02
28.08.2010;1.92
29.08.2010;2.02
30.08.2010;1.92
31.08.2010;1.92
1.09.2010;1.92
2.09.2010;1.92
3.09.2010;1.71
4.09.2010;1.61
5.09.2010;1.51
6.09.2010;1.42
7.09.2010;1.51
8.09.2010;2.15
9.09.2010;1.92
10.09.2010;1.71
11.09.2010;1.42
12.09.2010;1.42
13.09.2010;1.42
14.09.2010;1.42
15.09.2010;1.51
16.09.2010;1.42
17.09.2010;1.25
18.09.2010;1.16
19.09.2010;1.16
20.09.2010;1.25
21.09.2010;1.25
22.09.2010;1.25
23.09.2010;1.25
24.09.2010;1.33
25.09.2010;1.25
26.09.2010;1.42
27.09.2010;1.16
28.09.2010;1.16
29.09.2010;1
30.09.2010;1
1.10.2010;1.61
2.10.2010;1.51
3.10.2010;1.61
4.10.2010;2.15
5.10.2010;2.56
6.10.2010;2.42
7.10.2010;2.42
8.10.2010;2.42
9.10.2010;3.09
10.10.2010;3.23
11.10.2010;3.09
12.10.2010;2.96
13.10.2010;2.96
14.10.2010;3.23
15.10.2010;3.86
16.10.2010;4.02
17.10.2010;3.86
18.10.2010;3.53
19.10.2010;3.36
20.10.2010;3.23
21.10.2010;3.23
22.10.2010;3.23
23.10.2010;3.23
24.10.2010;3.23
25.10.2010;3.23
26.10.2010;3.23
27.10.2010;3.09
28.10.2010;3.09
29.10.2010;3.09
30.10.2010;4.36
31.10.2010;4.19
1.11.2010;3.86
2.11.2010;3.69
3.11.2010;3.53
4.11.2010;3.53
5.11.2010;3.36
6.11.2010;3.36
7.11.2010;3.36
8.11.2010;3.23
9.11.2010;3.23
10.11.2010;3.09
11.11.2010;3.09
12.11.2010;3.09
13.11.2010;3.09
14.11.2010;3.23
15.11.2010;2.96
16.11.2010;2.96
17.11.2010;2.96
18.11.2010;2.96
19.11.2010;2.96
20.11.2010;2.96
21.11.2010;3.09
22.11.2010;2.96
23.11.2010;2.96
24.11.2010;2.96
25.11.2010;3.09
26.11.2010;2.96
27.11.2010;2.96
28.11.2010;2.96
29.11.2010;2.96
30.11.2010;2.82
1.12.2010;2.82
2.12.2010;2.82
3.12.2010;2.69
4.12.2010;2.69
5.12.2010;2.69
6.12.2010;2.82
7.12.2010;2.96
8.12.2010;2.82
9.12.2010;2.82
10.12.2010;2.82
11.12.2010;6.26
12.12.2010;3.23
13.12.2010;2.15
14.12.2010;2.56
15.12.2010;4.69
16.12.2010;3.86
17.12.2010;5.64
18.12.2010;5.64
19.12.2010;3.69
20.12.2010;2.82
21.12.2010;2.42
22.12.2010;2.15
23.12.2010;1.92
24.12.2010;1.82
25.12.2010;1.61
26.12.2010;1.61
27.12.2010;1.61
28.12.2010;1.71
29.12.2010;1.51
30.12.2010;1.33
31.12.2010;1.16
1.01.2011;1.07
2.01.2011;0.934
3.01.2011;0.866
4.01.2011;0.866
5.01.2011;0.798
6.01.2011;0.798
7.01.2011;0.798
8.01.2011;0.934
9.01.2011;0.866
10.01.2011;0.866
11.01.2011;0.798
12.01.2011;0.798
13.01.2011;0.798
14.01.2011;0.73
15.01.2011;0.73
16.01.2011;0.73
17.01.2011;0.676
18.01.2011;0.676
19.01.2011;0.623
20.01.2011;0.623
21.01.2011;0.623
22.01.2011;0.676
23.01.2011;0.623
24.01.2011;0.623
25.01.2011;0.676
26.01.2011;1.16
27.01.2011;1
28.01.2011;0.866
29.01.2011;0.866
30.01.2011;0.866
31.01.2011;0.866
1.02.2011;0.798
2.02.2011;0.73
3.02.2011;0.676
4.02.2011;0.676
5.02.2011;0.676
6.02.2011;0.73
7.02.2011;0.73
8.02.2011;0.798
9.02.2011;0.798
10.02.2011;0.798
11.02.2011;0.73
12.02.2011;0.676
13.02.2011;0.676
14.02.2011;0.676
15.02.2011;0.676
16.02.2011;0.676
17.02.2011;0.623
18.02.2011;0.676
19.02.2011;0.73
20.02.2011;0.866
21.02.2011;1.07
22.02.2011;1
23.02.2011;1.07
24.02.2011;1.92
25.02.2011;1.92
26.02.2011;4.02
27.02.2011;3.09
28.02.2011;2.69
1.03.2011;2.69
2.03.2011;2.42
3.03.2011;2.29
4.03.2011;2.02
5.03.2011;2.02
6.03.2011;1.92
7.03.2011;1.92
8.03.2011;2.02
9.03.2011;3.53
10.03.2011;3.23
11.03.2011;2.96
12.03.2011;2.96
13.03.2011;3.09
14.03.2011;3.53
15.03.2011;4.02
16.03.2011;4.36
17.03.2011;4.36
18.03.2011;4.85
19.03.2011;5.02
20.03.2011;5.64
21.03.2011;7.09
22.03.2011;6.68
23.03.2011;5.23
24.03.2011;4.36
25.03.2011;3.53
26.03.2011;3.09
27.03.2011;3.09
28.03.2011;3.09
29.03.2011;2.96
30.03.2011;3.09
31.03.2011;3.36
1.04.2011;3.53
2.04.2011;4.02
3.04.2011;5.23
4.04.2011;4.69
5.04.2011;4.19
6.04.2011;4.19
7.04.2011;4.02
8.04.2011;3.53
9.04.2011;3.53
10.04.2011;4.52
11.04.2011;4.69
12.04.2011;4.02
13.04.2011;3.53
14.04.2011;3.23
15.04.2011;3.23
16.04.2011;3.23
17.04.2011;3.36
18.04.2011;4.19
19.04.2011;5.64
20.04.2011;6.68
21.04.2011;5.23
22.04.2011;4.69
23.04.2011;2.32
24.04.2011;2.1
25.04.2011;2
26.04.2011;2
27.04.2011;2.1
28.04.2011;2.21
29.04.2011;2.69
30.04.2011;3
1.05.2011;3.76
2.05.2011;3.6
3.05.2011;3.91
4.05.2011;3.76
5.05.2011;4.06
6.05.2011;3.91
7.05.2011;5.03
8.05.2011;4.45
9.05.2011;3.6
10.05.2011;3.45
11.05.2011;3.3
12.05.2011;3.3
13.05.2011;3
14.05.2011;2.84
15.05.2011;3.6
16.05.2011;3.6
17.05.2011;3.15
18.05.2011;3
19.05.2011;3.15
20.05.2011;3.3
21.05.2011;3.15
22.05.2011;2.84
23.05.2011;2.84
24.05.2011;3.15
25.05.2011;3.45
26.05.2011;3.6
27.05.2011;3.76
28.05.2011;3.76
29.05.2011;3.91
30.05.2011;3.76
31.05.2011;3.45
1.06.2011;3.45
2.06.2011;3.76
3.06.2011;3.45
4.06.2011;3.3
5.06.2011;3.45
6.06.2011;3.45
7.06.2011;3.45
8.06.2011;3.45
9.06.2011;3.45
10.06.2011;3.76
11.06.2011;3.76
12.06.2011;3.45
13.06.2011;3.6
14.06.2011;3.76
15.06.2011;3.15
16.06.2011;2.84
17.06.2011;2.84
18.06.2011;2.69
19.06.2011;2.43
20.06.2011;2.43
21.06.2011;2.54
22.06.2011;2.54
23.06.2011;2.54
24.06.2011;2.21
25.06.2011;2.1
26.06.2011;2
27.06.2011;1.89
28.06.2011;1.67
29.06.2011;1.45
30.06.2011;1.28
1.07.2011;1.28
2.07.2011;1.28
3.07.2011;1.19
4.07.2011;1.28
5.07.2011;1.19
6.07.2011;1.11
7.07.2011;0.956
8.07.2011;0.892
9.07.2011;0.892
10.07.2011;0.892
11.07.2011;0.828
12.07.2011;0.764
13.07.2011;0.65
14.07.2011;0.6
15.07.2011;0.6
16.07.2011;0.551
17.07.2011;0.551
18.07.2011;0.551
19.07.2011;0.551
20.07.2011;0.501
21.07.2011;1.19
22.07.2011;2.84
23.07.2011;2.43
24.07.2011;2.21
25.07.2011;2
26.07.2011;1.89
27.07.2011;1.56
28.07.2011;1.45
29.07.2011;1.45
30.07.2011;1.36
31.07.2011;1.28
1.08.2011;1.19
2.08.2011;1.11
3.08.2011;1.02
4.08.2011;1.36
5.08.2011;1.02
6.08.2011;1.19
7.08.2011;1.45
8.08.2011;1.36
9.08.2011;1.28
10.08.2011;1.11
11.08.2011;1.02
12.08.2011;0.956
13.08.2011;0.956
14.08.2011;0.828
15.08.2011;0.828
16.08.2011;0.764
17.08.2011;0.764
18.08.2011;0.7
19.08.2011;0.7
20.08.2011;0.65
21.08.2011;0.6
22.08.2011;0.551
23.08.2011;0.501
24.08.2011;0.451
25.08.2011;0.377
26.08.2011;0.377
27.08.2011;0.341
28.08.2011;0.892
29.08.2011;1.67
30.08.2011;1.56
31.08.2011;1.56
1.09.2011;1.45
2.09.2011;1.45
3.09.2011;1.36
4.09.2011;1.36
5.09.2011;1.36
6.09.2011;1.28
7.09.2011;1.19
8.09.2011;1.19
9.09.2011;1.11
10.09.2011;1.02
11.09.2011;1.02
12.09.2011;0.956
13.09.2011;0.892
14.09.2011;0.828
15.09.2011;0.828
16.09.2011;0.764
17.09.2011;0.7
18.09.2011;0.764
19.09.2011;0.7
20.09.2011;0.65
21.09.2011;0.7
22.09.2011;0.7
23.09.2011;1.45
24.09.2011;1.56
25.09.2011;0.828
26.09.2011;0.551
27.09.2011;0.451
28.09.2011;0.451
29.09.2011;0.414
30.09.2011;0.377
1.10.2011;0.377
2.10.2011;0.341
3.10.2011;0.341
4.10.2011;0.304
5.10.2011;0.304
6.10.2011;0.304
7.10.2011;0.267
8.10.2011;0.267
9.10.2011;0.304
10.10.2011;0.304
11.10.2011;0.304
12.10.2011;0.341
13.10.2011;0.451
14.10.2011;0.764
15.10.2011;0.65
16.10.2011;0.6
17.10.2011;0.551
18.10.2011;0.551
19.10.2011;0.551
20.10.2011;0.551
21.10.2011;0.451
22.10.2011;0.414
23.10.2011;0.414
24.10.2011;0.414
25.10.2011;0.414
26.10.2011;0.414
27.10.2011;0.414
28.10.2011;0.414
29.10.2011;0.414
30.10.2011;0.414
31.10.2011;0.377
1.11.2011;0.377
2.11.2011;0.377
3.11.2011;0.377
4.11.2011;0.377
5.11.2011;0.377
6.11.2011;0.377
7.11.2011;0.377
8.11.2011;0.377
9.11.2011;0.377
10.11.2011;0.341
11.11.2011;0.341
12.11.2011;0.341
13.11.2011;0.377
14.11.2011;0.341
15.11.2011;0.341
16.11.2011;0.341
17.11.2011;0.377
18.11.2011;0.341
19.11.2011;0.341
20.11.2011;0.377
21.11.2011;0.341
22.11.2011;0.377
23.11.2011;0.377
24.11.2011;0.341
25.11.2011;0.304
26.11.2011;0.304
27.11.2011;0.304
28.11.2011;0.304
29.11.2011;0.267
30.11.2011;0.267
1.12.2011;0.267
2.12.2011;0.243
3.12.2011;0.219
4.12.2011;0.243
5.12.2011;0.219
6.12.2011;0.194
7.12.2011;0.194
8.12.2011;0.243
9.12.2011;0.304
10.12.2011;0.267
11.12.2011;0.267
12.12.2011;0.267
13.12.2011;0.267
14.12.2011;0.304
15.12.2011;0.243
16.12.2011;0.267
17.12.2011;0.304
18.12.2011;0.341
19.12.2011;0.341
20.12.2011;0.377
21.12.2011;0.414
22.12.2011;0.341
23.12.2011;0.414
24.12.2011;0.6
25.12.2011;0.501
26.12.2011;0.414
27.12.2011;0.377
28.12.2011;0.341
29.12.2011;0.341
30.12.2011;0.341
31.12.2011;0.341
1.01.2012;0.304
2.01.2012;0.304
3.01.2012;0.304
4.01.2012;0.304
5.01.2012;0.341
6.01.2012;0.377
7.01.2012;0.377
8.01.2012;1.56
9.01.2012;1.11
10.01.2012;0.764
11.01.2012;0.892
12.01.2012;0.828
13.01.2012;0.65
14.01.2012;0.6
15.01.2012;0.6
16.01.2012;0.551
17.01.2012;0.551
18.01.2012;0.501
19.01.2012;0.451
20.01.2012;0.414
21.01.2012;0.414
22.01.2012;0.414
23.01.2012;0.377
24.01.2012;0.377
25.01.2012;0.377
26.01.2012;0.414
27.01.2012;0.65
28.01.2012;0.551
29.01.2012;0.501
30.01.2012;0.451
31.01.2012;0.451
1.02.2012;0.414
2.02.2012;0.377
3.02.2012;0.377
4.02.2012;0.414
5.02.2012;0.501
6.02.2012;0.65
7.02.2012;0.6
8.02.2012;0.65
9.02.2012;0.764
10.02.2012;0.7
11.02.2012;0.6
12.02.2012;0.551
13.02.2012;0.501
14.02.2012;0.551
15.02.2012;0.65
16.02.2012;0.65
17.02.2012;0.6
18.02.2012;0.551
19.02.2012;0.501
20.02.2012;0.451
21.02.2012;0.414
22.02.2012;0.377
23.02.2012;0.377
24.02.2012;0.341
25.02.2012;0.377
26.02.2012;0.451
27.02.2012;0.501
28.02.2012;0.956
29.02.2012;2
1.03.2012;1.11
2.03.2012;0.828
3.03.2012;0.65
4.03.2012;0.6
5.03.2012;0.551
6.03.2012;0.551
7.03.2012;0.6
8.03.2012;1.11
9.03.2012;1.78
10.03.2012;2.21
11.03.2012;2.54
12.03.2012;2.69
13.03.2012;3.76
14.03.2012;8.51
15.03.2012;6.88
16.03.2012;5.43
17.03.2012;4.36
18.03.2012;3.69
19.03.2012;3.86
20.03.2012;4.69
21.03.2012;5.43
22.03.2012;5.85
23.03.2012;5.85
24.03.2012;6.06
25.03.2012;6.68
26.03.2012;6.88
27.03.2012;6.68
28.03.2012;5.85
29.03.2012;4.85
30.03.2012;4.52
31.03.2012;4.52
1.04.2012;4.36
2.04.2012;5.43
3.04.2012;6.06
4.04.2012;6.88
5.04.2012;8.03
6.04.2012;8.98
7.04.2012;10
8.04.2012;10
9.04.2012;9.45
10.04.2012;9.73
11.04.2012;8.51
12.04.2012;7.33
13.04.2012;6.47
14.04.2012;6.88
15.04.2012;8.03
16.04.2012;10
17.04.2012;8.98
18.04.2012;8.27
19.04.2012;8.51
20.04.2012;7.8
21.04.2012;7.56
22.04.2012;8.03
23.04.2012;7.33
24.04.2012;7.09
25.04.2012;7.33
26.04.2012;7.56
27.04.2012;7.8
28.04.2012;7.56
29.04.2012;7.56
30.04.2012;7.33
1.05.2012;7.09
2.05.2012;7.33
3.05.2012;8.98
4.05.2012;12.2
5.05.2012;17.5
6.05.2012;15.9
7.05.2012;15.3
8.05.2012;14.4
9.05.2012;13.5
10.05.2012;13.2
11.05.2012;12.9
12.05.2012;12.1
13.05.2012;11.5
14.05.2012;11.3
15.05.2012;11.5
16.05.2012;10.7
17.05.2012;11
18.05.2012;10.7
19.05.2012;10.7
20.05.2012;9.93
21.05.2012;9.42
22.05.2012;9.16
23.05.2012;8.9
24.05.2012;9.16
25.05.2012;9.16
26.05.2012;8.9
27.05.2012;8.39
28.05.2012;8.13
29.05.2012;8.13
30.05.2012;8.13
31.05.2012;8.13
1.06.2012;8.13
2.06.2012;7.67
3.06.2012;7.67
4.06.2012;8.13
5.06.2012;8.13
6.06.2012;7.9
7.06.2012;8.13
8.06.2012;7.9
9.06.2012;7.9
10.06.2012;7.9
11.06.2012;7.9
12.06.2012;7.9
13.06.2012;7.9
14.06.2012;7.67
15.06.2012;7.44
16.06.2012;7.21
17.06.2012;6.99
18.06.2012;6.76
19.06.2012;6.53
20.06.2012;6.3
21.06.2012;6.07
22.06.2012;6.07
23.06.2012;5.84
24.06.2012;6.07
25.06.2012;7.67
26.06.2012;7.67
27.06.2012;6.53
28.06.2012;6.07
29.06.2012;5.65
30.06.2012;5.27
1.07.2012;4.71
2.07.2012;4.52
3.07.2012;4.14
4.07.2012;3.8
5.07.2012;3.8
6.07.2012;3.95
7.07.2012;3.95
8.07.2012;3.95
9.07.2012;3.8
10.07.2012;3.64
11.07.2012;3.64
12.07.2012;3.49
13.07.2012;3.33
14.07.2012;3.18
15.07.2012;3.18
16.07.2012;3.45
17.07.2012;3.45
18.07.2012;3.3
19.07.2012;3.15
20.07.2012;3.15
21.07.2012;3
22.07.2012;3
23.07.2012;3
24.07.2012;2.84
25.07.2012;2.69
26.07.2012;2.69
27.07.2012;2.54
28.07.2012;2.54
29.07.2012;2.43
30.07.2012;2.32
31.07.2012;2.21
1.08.2012;2.1
2.08.2012;2.1
3.08.2012;2
4.08.2012;2
5.08.2012;1.89
6.08.2012;1.89
7.08.2012;1.78
8.08.2012;1.78
9.08.2012;1.67
10.08.2012;1.56
11.08.2012;1.56
12.08.2012;1.56
13.08.2012;1.45
14.08.2012;1.45
15.08.2012;1.36
16.08.2012;1.36
17.08.2012;1.28
18.08.2012;1.28
19.08.2012;1.28
20.08.2012;1.19
21.08.2012;1.11
22.08.2012;1.11
23.08.2012;1.02
24.08.2012;1.02
25.08.2012;1.02
26.08.2012;1.02
27.08.2012;0.956
28.08.2012;0.956
29.08.2012;0.956
30.08.2012;0.956
31.08.2012;0.956
1.09.2012;0.892
2.09.2012;0.892
3.09.2012;0.892
4.09.2012;0.892
5.09.2012;0.892
6.09.2012;0.892
7.09.2012;0.828
8.09.2012;0.828
9.09.2012;0.828
10.09.2012;0.828
11.09.2012;0.828
12.09.2012;0.892
13.09.2012;0.828
14.09.2012;0.828
15.09.2012;0.764
16.09.2012;0.828
17.09.2012;0.828
18.09.2012;0.764
19.09.2012;0.828
20.09.2012;0.892
21.09.2012;0.892
22.09.2012;0.956
23.09.2012;0.956
24.09.2012;0.828
25.09.2012;0.828
26.09.2012;0.764
27.09.2012;0.828
28.09.2012;0.764
29.09.2012;0.764
30.09.2012;0.764
1.10.2012;0.7
2.10.2012;0.7
3.10.2012;0.7
4.10.2012;0.7
5.10.2012;0.764
6.10.2012;0.7
7.10.2012;0.764
8.10.2012;0.7
9.10.2012;0.764
10.10.2012;0.7
11.10.2012;4.19
12.10.2012;4.36
13.10.2012;2.56
14.10.2012;1.33
15.10.2012;0.866
16.10.2012;0.676
17.10.2012;0.516
18.10.2012;0.462
19.10.2012;0.423
20.10.2012;0.384
21.10.2012;0.384
22.10.2012;0.384
23.10.2012;1.42
24.10.2012;1.51
25.10.2012;1.16
26.10.2012;1.07
27.10.2012;1
28.10.2012;0.866
29.10.2012;0.73
30.10.2012;0.676
31.10.2012;0.623
1.11.2012;0.569
2.11.2012;0.516
3.11.2012;0.516
4.11.2012;0.516
5.11.2012;0.462
6.11.2012;0.423
7.11.2012;0.384
8.11.2012;0.384
9.11.2012;2.96
10.11.2012;5.85
11.11.2012;6.06
12.11.2012;4.52
13.11.2012;3.53
14.11.2012;2.82
15.11.2012;2.15
16.11.2012;1.71
17.11.2012;1.51
18.11.2012;1.33
19.11.2012;1.16
20.11.2012;1.07
21.11.2012;1
22.11.2012;0.934
23.11.2012;0.866
24.11.2012;0.798
25.11.2012;0.798
26.11.2012;0.73
27.11.2012;0.676
28.11.2012;0.623
29.11.2012;0.569
30.11.2012;0.569
1.12.2012;0.516
2.12.2012;0.516
3.12.2012;0.462
4.12.2012;0.623
5.12.2012;0.623
6.12.2012;0.623
7.12.2012;0.623
8.12.2012;0.623
9.12.2012;0.623
10.12.2012;0.798
11.12.2012;5.23
12.12.2012;3.09
13.12.2012;2.29
14.12.2012;2.02
15.12.2012;1.71
16.12.2012;1.51
17.12.2012;1.33
18.12.2012;1.33
19.12.2012;4.19
20.12.2012;10.6
21.12.2012;8.03
22.12.2012;5.85
23.12.2012;4.85
24.12.2012;5.43
25.12.2012;5.02
26.12.2012;4.36
27.12.2012;3.69
28.12.2012;3.23
29.12.2012;2.69
30.12.2012;2.29
31.12.2012;2.02
1.01.2013;1.92
2.01.2013;1.71
3.01.2013;1.51
4.01.2013;1.42
5.01.2013;1.33
6.01.2013;1.25
7.01.2013;1.16
8.01.2013;1.07
9.01.2013;1
10.01.2013;0.934
11.01.2013;0.866
12.01.2013;0.798
13.01.2013;0.866
14.01.2013;0.73
15.01.2013;0.73
16.01.2013;0.73
17.01.2013;0.73
18.01.2013;0.73
19.01.2013;0.73
20.01.2013;0.73
21.01.2013;0.676
22.01.2013;0.798
23.01.2013;0.934
24.01.2013;0.934
25.01.2013;0.934
26.01.2013;0.934
27.01.2013;1.25
28.01.2013;1.33
29.01.2013;1.25
30.01.2013;1.07
31.01.2013;0.934
1.02.2013;0.866
2.02.2013;0.798
3.02.2013;0.73
4.02.2013;0.798
5.02.2013;1.07
6.02.2013;1.25
7.02.2013;1.07
8.02.2013;1
9.02.2013;1.51
10.02.2013;1.92
11.02.2013;1.82
12.02.2013;1.71
13.02.2013;1.61
14.02.2013;1.51
15.02.2013;2.02
16.02.2013;2.15
17.02.2013;1.82
18.02.2013;1.71
19.02.2013;1.42
20.02.2013;1.33
21.02.2013;1.25
22.02.2013;1.16
23.02.2013;1.25
24.02.2013;1.71
25.02.2013;2.42
26.02.2013;2.69
27.02.2013;2.96
28.02.2013;3.09
1.03.2013;2.69
2.03.2013;2.15
3.03.2013;1.92
4.03.2013;2.42
5.03.2013;2.29
6.03.2013;1.92
7.03.2013;1.82
8.03.2013;1.71
9.03.2013;1.61
10.03.2013;1.82
11.03.2013;1.92
12.03.2013;2.42
13.03.2013;3.86
14.03.2013;4.52
15.03.2013;4.69
16.03.2013;5.85
17.03.2013;4.69
18.03.2013;3.53
19.03.2013;2.69
20.03.2013;2.29
21.03.2013;2.15
22.03.2013;2.56
23.03.2013;5.02
24.03.2013;4.19
25.03.2013;3.86
26.03.2013;4.02
27.03.2013;3.69
28.03.2013;3.53
29.03.2013;3.69
30.03.2013;4.02
31.03.2013;4.19
1.04.2013;4.85
2.04.2013;5.85
3.04.2013;5.02
4.04.2013;5.23
5.04.2013;6.68
6.04.2013;5.85
7.04.2013;5.64
8.04.2013;5.85
9.04.2013;5.43
10.04.2013;5.43
11.04.2013;5.23
12.04.2013;4.85
13.04.2013;4.52
14.04.2013;4.36
15.04.2013;4.36
16.04.2013;4.52
17.04.2013;5.64
18.04.2013;5.64
19.04.2013;5.02
20.04.2013;5.43
21.04.2013;7.09
22.04.2013;6.47
23.04.2013;5.64
24.04.2013;5.02
25.04.2013;4.85
26.04.2013;4.69
27.04.2013;4.69
28.04.2013;5.23
29.04.2013;5.64
30.04.2013;6.06
1.05.2013;6.47
2.05.2013;6.47
3.05.2013;6.47
4.05.2013;6.26
5.05.2013;6.26
6.05.2013;6.26
7.05.2013;6.06
8.05.2013;6.06
9.05.2013;6.06
10.05.2013;6.06
11.05.2013;6.06
12.05.2013;5.43
13.05.2013;5.02
14.05.2013;4.69
15.05.2013;4.69
16.05.2013;4.36
17.05.2013;4.36
18.05.2013;5.02
19.05.2013;6.06
20.05.2013;6.26
21.05.2013;6.06
22.05.2013;5.64
23.05.2013;5.64
24.05.2013;5.64
25.05.2013;5.43
26.05.2013;5.23
27.05.2013;5.02
28.05.2013;4.85
29.05.2013;4.69
30.05.2013;4.52
31.05.2013;4.52
1.06.2013;4.36
2.06.2013;4.36
3.06.2013;4.19
4.06.2013;4.19
5.06.2013;4.02
6.06.2013;3.86
7.06.2013;3.69
8.06.2013;3.53
9.06.2013;3.53
10.06.2013;3.36
11.06.2013;3.23
12.06.2013;3.36
13.06.2013;3.36
14.06.2013;3.23
15.06.2013;2.96
16.06.2013;2.82
17.06.2013;2.82
18.06.2013;2.69
19.06.2013;2.69
20.06.2013;2.82
21.06.2013;2.82
22.06.2013;2.82
23.06.2013;2.69
24.06.2013;2.56
25.06.2013;2.56
26.06.2013;2.42
27.06.2013;2.42
28.06.2013;2.42
29.06.2013;2.29
30.06.2013;2.15
1.07.2013;2.15
2.07.2013;2.15
3.07.2013;2.02
4.07.2013;2.02
5.07.2013;1.89
6.07.2013;1.89
7.07.2013;1.78
8.07.2013;1.67
9.07.2013;1.45
10.07.2013;1.45
11.07.2013;1.45
12.07.2013;1.36
13.07.2013;1.36
14.07.2013;1.28
15.07.2013;1.19
16.07.2013;1.19
17.07.2013;1.19
18.07.2013;1.19
19.07.2013;2.32
20.07.2013;2.69
21.07.2013;2.32
22.07.2013;2.1
23.07.2013;2
24.07.2013;2
25.07.2013;1.89
26.07.2013;1.78
27.07.2013;1.78
28.07.2013;1.67
29.07.2013;1.67
30.07.2013;1.56
31.07.2013;1.56
1.08.2013;1.56
2.08.2013;1.45
3.08.2013;1.45
4.08.2013;1.36
5.08.2013;1.36
6.08.2013;1.28
7.08.2013;1.19
8.08.2013;1.19
9.08.2013;1.19
10.08.2013;1.19
11.08.2013;1.11
12.08.2013;1.02
13.08.2013;1.02
14.08.2013;1.02
15.08.2013;0.956
16.08.2013;0.956
17.08.2013;0.892
18.08.2013;0.892
19.08.2013;0.828
20.08.2013;0.828
21.08.2013;0.764
22.08.2013;0.764
23.08.2013;0.764
24.08.2013;0.7
25.08.2013;0.7
26.08.2013;0.7
27.08.2013;0.764
28.08.2013;0.764
29.08.2013;0.7
30.08.2013;0.7
31.08.2013;0.7
1.09.2013;0.764
2.09.2013;0.764
3.09.2013;0.764
