Region;Zagros
28.01.2014;0.48
29.01.2014;0.488
31.01.2014;0.495
1.02.2014;0.503
2.02.2014;0.512
3.02.2014;0.521
4.02.2014;0.529
5.02.2014;0.537
7.02.2014;0.545
8.02.2014;0.554
9.02.2014;0.563
10.02.2014;0.572
11.02.2014;0.581
12.02.2014;0.59
13.02.2014;0.598
15.02.2014;0.608
16.02.2014;0.618
17.02.2014;0.627
18.02.2014;0.634
19.02.2014;0.643
20.02.2014;0.654
22.02.2014;0.665
23.02.2014;0.674
24.02.2014;0.684
25.02.2014;0.695
26.02.2014;0.706
27.02.2014;0.715
1.03.2014;0.723
2.03.2014;0.733
3.03.2014;0.744
4.03.2014;0.754
5.03.2014;0.763
6.03.2014;0.772
8.03.2014;0.783
9.03.2014;0.793
10.03.2014;0.803
11.03.2014;0.813
12.03.2014;0.823
13.03.2014;0.834
14.03.2014;0.844
16.03.2014;0.854
17.03.2014;0.863
18.03.2014;0.873
19.03.2014;0.883
20.03.2014;0.894
21.03.2014;0.905
23.03.2014;0.917
24.03.2014;0.928
25.03.2014;0.939
26.03.2014;0.949
27.03.2014;0.96
28.03.2014;0.971
30.03.2014;0.98
31.03.2014;0.99
1.04.2014;1.001
2.04.2014;1.013
3.04.2014;1.024
4.04.2014;1.034
6.04.2014;1.045
7.04.2014;1.056
8.04.2014;1.066
9.04.2014;1.076
10.04.2014;1.085
11.04.2014;1.096
12.04.2014;1.107
14.04.2014;1.118
15.04.2014;1.128
16.04.2014;1.138
17.04.2014;1.146
18.04.2014;1.151
19.04.2014;1.153
21.04.2014;1.151
22.04.2014;1.145
23.04.2014;1.138
24.04.2014;1.131
25.04.2014;1.124
26.04.2014;1.117
28.04.2014;1.11
29.04.2014;1.102
30.04.2014;1.095
1.05.2014;1.088
2.05.2014;1.081
3.05.2014;1.074
5.05.2014;1.067
6.05.2014;1.06
7.05.2014;1.052
8.05.2014;1.046
9.05.2014;1.041
10.05.2014;1.035
11.05.2014;1.028
13.05.2014;1.019
14.05.2014;1.012
15.05.2014;1.007
16.05.2014;1.001
17.05.2014;0.995
18.05.2014;0.991
20.05.2014;0.989
21.05.2014;0.987
22.05.2014;0.986
23.05.2014;0.985
24.05.2014;0.986
25.05.2014;0.985
27.05.2014;0.985
28.05.2014;0.984
29.05.2014;0.983
30.05.2014;0.982
31.05.2014;0.981
1.06.2014;0.982
3.06.2014;0.982
4.06.2014;0.982
5.06.2014;0.982
6.06.2014;0.982
7.06.2014;0.982
8.06.2014;0.982
9.06.2014;0.982
11.06.2014;0.98
12.06.2014;0.978
13.06.2014;0.977
14.06.2014;0.978
15.06.2014;0.978
16.06.2014;0.978
18.06.2014;0.978
19.06.2014;0.978
20.06.2014;0.978
21.06.2014;0.978
22.06.2014;0.978
23.06.2014;0.978
25.06.2014;0.978
26.06.2014;0.978
27.06.2014;0.978
28.06.2014;0.978
29.06.2014;0.978
30.06.2014;0.978
2.07.2014;0.978
3.07.2014;0.977
4.07.2014;0.975
5.07.2014;0.974
6.07.2014;0.974
7.07.2014;0.974
8.07.2014;0.974
10.07.2014;0.974
11.07.2014;0.974
12.07.2014;0.974
13.07.2014;0.974
14.07.2014;0.974
15.07.2014;0.974
17.07.2014;0.974
18.07.2014;0.973
19.07.2014;0.972
20.07.2014;0.97
21.07.2014;0.967
22.07.2014;0.964
24.07.2014;0.959
25.07.2014;0.953
26.07.2014;0.948
27.07.2014;0.944
28.07.2014;0.94
29.07.2014;0.935
31.07.2014;0.931
1.08.2014;0.927
2.08.2014;0.922
3.08.2014;0.916
4.08.2014;0.911
5.08.2014;0.907
6.08.2014;0.902
8.08.2014;0.898
9.08.2014;0.894
10.08.2014;0.888
11.08.2014;0.883
12.08.2014;0.878
13.08.2014;0.874
15.08.2014;0.869
16.08.2014;0.865
17.08.2014;0.861
18.08.2014;0.857
19.08.2014;0.854
20.08.2014;0.85
22.08.2014;0.847
23.08.2014;0.844
24.08.2014;0.842
25.08.2014;0.84
26.08.2014;0.838
27.08.2014;0.836
29.08.2014;0.833
30.08.2014;0.83
31.08.2014;0.827
1.09.2014;0.825
2.09.2014;0.824
3.09.2014;0.822
4.09.2014;0.819
6.09.2014;0.816
7.09.2014;0.814
8.09.2014;0.811
9.09.2014;0.808
10.09.2014;0.805
11.09.2014;0.804
13.09.2014;0.802
14.09.2014;0.799
15.09.2014;0.795
16.09.2014;0.789
17.09.2014;0.783
18.09.2014;0.776
20.09.2014;0.769
21.09.2014;0.76
22.09.2014;0.748
23.09.2014;0.737
24.09.2014;0.726
25.09.2014;0.717
27.09.2014;0.708
28.09.2014;0.698
29.09.2014;0.687
30.09.2014;0.676
1.10.2014;0.666
2.10.2014;0.657
3.10.2014;0.647
5.10.2014;0.636
6.10.2014;0.625
7.10.2014;0.616
8.10.2014;0.606
9.10.2014;0.595
10.10.2014;0.585
12.10.2014;0.575
13.10.2014;0.567
14.10.2014;0.557
15.10.2014;0.546
16.10.2014;0.536
17.10.2014;0.529
19.10.2014;0.523
20.10.2014;0.519
21.10.2014;0.515
22.10.2014;0.51
23.10.2014;0.506
24.10.2014;0.501
26.10.2014;0.497
27.10.2014;0.493
28.10.2014;0.489
29.10.2014;0.486
30.10.2014;0.483
31.10.2014;0.479
1.11.2014;0.474
3.11.2014;0.47
4.11.2014;0.465
5.11.2014;0.461
6.11.2014;0.457
7.11.2014;0.454
8.11.2014;0.45
10.11.2014;0.447
11.11.2014;0.443
12.11.2014;0.438
13.11.2014;0.433
14.11.2014;0.429
15.11.2014;0.425
17.11.2014;0.421
18.11.2014;0.418
19.11.2014;0.416
20.11.2014;0.413
21.11.2014;0.409
22.11.2014;0.406
24.11.2014;0.403
25.11.2014;0.4
26.11.2014;0.398
27.11.2014;0.395
28.11.2014;0.392
29.11.2014;0.388
30.11.2014;0.385
2.12.2014;0.382
3.12.2014;0.38
4.12.2014;0.377
5.12.2014;0.374
6.12.2014;0.371
7.12.2014;0.367
9.12.2014;0.364
10.12.2014;0.362
11.12.2014;0.359
12.12.2014;0.357
13.12.2014;0.353
14.12.2014;0.35
16.12.2014;0.347
17.12.2014;0.346
18.12.2014;0.343
19.12.2014;0.339
20.12.2014;0.334
21.12.2014;0.331
23.12.2014;0.329
24.12.2014;0.326
25.12.2014;0.322
26.12.2014;0.318
27.12.2014;0.313
28.12.2014;0.309
29.12.2014;0.305
31.12.2014;0.303
1.01.2015;0.3
2.01.2015;0.297
3.01.2015;0.293
4.01.2015;0.288
5.01.2015;0.284
7.01.2015;0.281
8.01.2015;0.278
9.01.2015;0.274
10.01.2015;0.27
11.01.2015;0.267
12.01.2015;0.264
14.01.2015;0.261
15.01.2015;0.258
16.01.2015;0.255
17.01.2015;0.251
18.01.2015;0.248
19.01.2015;0.246
21.01.2015;0.243
22.01.2015;0.241
23.01.2015;0.238
24.01.2015;0.235
25.01.2015;0.233
26.01.2015;0.231
27.01.2015;0.229
29.01.2015;0.227
30.01.2015;0.224
31.01.2015;0.221
1.02.2015;0.219
2.02.2015;0.217
3.02.2015;0.215
5.02.2015;0.213
6.02.2015;0.21
7.02.2015;0.207
8.02.2015;0.204
9.02.2015;0.202
10.02.2015;0.199
12.02.2015;0.196
13.02.2015;0.194
14.02.2015;0.191
15.02.2015;0.189
16.02.2015;0.188
17.02.2015;0.187
18.02.2015;0.186
20.02.2015;0.185
21.02.2015;0.183
22.02.2015;0.182
23.02.2015;0.181
24.02.2015;0.18
25.02.2015;0.178
27.02.2015;0.176
28.02.2015;0.174
1.03.2015;0.173
2.03.2015;0.172
3.03.2015;0.171
4.03.2015;0.169
6.03.2015;0.167
7.03.2015;0.166
8.03.2015;0.165
9.03.2015;0.164
10.03.2015;0.162
11.03.2015;0.161
13.03.2015;0.16
14.03.2015;0.159
15.03.2015;0.157
16.03.2015;0.155
17.03.2015;0.154
18.03.2015;0.154
19.03.2015;0.155
21.03.2015;0.157
22.03.2015;0.162
23.03.2015;0.166
24.03.2015;0.171
25.03.2015;0.175
26.03.2015;0.18
28.03.2015;0.186
29.03.2015;0.19
30.03.2015;0.194
31.03.2015;0.201
1.04.2015;0.21
2.04.2015;0.218
4.04.2015;0.219
5.04.2015;0.219
6.04.2015;0.221
7.04.2015;0.226
8.04.2015;0.232
9.04.2015;0.238
11.04.2015;0.244
12.04.2015;0.249
13.04.2015;0.254
14.04.2015;0.259
15.04.2015;0.262
16.04.2015;0.265
17.04.2015;0.265
19.04.2015;0.265
20.04.2015;0.269
21.04.2015;0.281
22.04.2015;0.294
23.04.2015;0.298
24.04.2015;0.296
26.04.2015;0.296
27.04.2015;0.3
28.04.2015;0.303
29.04.2015;0.304
30.04.2015;0.306
1.05.2015;0.31
3.05.2015;0.314
4.05.2015;0.317
5.05.2015;0.321
6.05.2015;0.323
7.05.2015;0.326
8.05.2015;0.329
10.05.2015;0.332
11.05.2015;0.333
12.05.2015;0.334
13.05.2015;0.338
14.05.2015;0.342
15.05.2015;0.347
16.05.2015;0.351
18.05.2015;0.354
19.05.2015;0.352
20.05.2015;0.346
21.05.2015;0.342
22.05.2015;0.34
23.05.2015;0.338
25.05.2015;0.335
26.05.2015;0.33
27.05.2015;0.325
28.05.2015;0.319
29.05.2015;0.314
30.05.2015;0.309
1.06.2015;0.304
2.06.2015;0.297
3.06.2015;0.286
4.06.2015;0.276
5.06.2015;0.27
6.06.2015;0.268
8.06.2015;0.264
9.06.2015;0.258
10.06.2015;0.252
11.06.2015;0.247
12.06.2015;0.242
13.06.2015;0.236
14.06.2015;0.231
16.06.2015;0.226
17.06.2015;0.22
18.06.2015;0.215
19.06.2015;0.21
20.06.2015;0.206
21.06.2015;0.202
23.06.2015;0.199
24.06.2015;0.195
25.06.2015;0.192
26.06.2015;0.188
27.06.2015;0.185
28.06.2015;0.181
30.06.2015;0.178
1.07.2015;0.174
2.07.2015;0.171
3.07.2015;0.167
4.07.2015;0.164
5.07.2015;0.16
7.07.2015;0.156
8.07.2015;0.153
9.07.2015;0.149
10.07.2015;0.146
11.07.2015;0.142
12.07.2015;0.139
13.07.2015;0.135
15.07.2015;0.132
16.07.2015;0.128
17.07.2015;0.125
18.07.2015;0.122
19.07.2015;0.119
20.07.2015;0.116
22.07.2015;0.112
23.07.2015;0.108
24.07.2015;0.104
25.07.2015;0.1
26.07.2015;0.096
27.07.2015;0.093
29.07.2015;0.089
30.07.2015;0.085
31.07.2015;0.081
1.08.2015;0.076
2.08.2015;0.073
3.08.2015;0.069
5.08.2015;0.066
6.08.2015;0.062
7.08.2015;0.06
8.08.2015;0.059
9.08.2015;0.056
10.08.2015;0.051
11.08.2015;0.045
13.08.2015;0.038
14.08.2015;0.032
15.08.2015;0.026
16.08.2015;0.023
17.08.2015;0.021
18.08.2015;0.021
20.08.2015;0.021
21.08.2015;0.021
22.08.2015;0.02
23.08.2015;0.018
24.08.2015;0.017
25.08.2015;0.017
27.08.2015;0.017
28.08.2015;0.017
29.08.2015;0.017
30.08.2015;0.017
31.08.2015;0.017
1.09.2015;0.017
3.09.2015;0.017
4.09.2015;0.017
5.09.2015;0.017
6.09.2015;0.017
7.09.2015;0.017
8.09.2015;0.017
9.09.2015;0.017
11.09.2015;0.017
12.09.2015;0.017
13.09.2015;0.017
14.09.2015;0.017
15.09.2015;0.017
16.09.2015;0.018
18.09.2015;0.017
19.09.2015;0.017
20.09.2015;0.017
21.09.2015;0.016
22.09.2015;0.016
23.09.2015;0.016
25.09.2015;0.015
26.09.2015;0.015
27.09.2015;0.014
28.09.2015;0.014
29.09.2015;0.014
30.09.2015;0.013
2.10.2015;0.013
3.10.2015;0.012
4.10.2015;0.012
5.10.2015;0.012
6.10.2015;0.01
7.10.2015;0.01
8.10.2015;0.01
10.10.2015;0.01
11.10.2015;0.01
12.10.2015;0.01
13.10.2015;0.01
14.10.2015;0.01
15.10.2015;0.01
17.10.2015;0.009
18.10.2015;0.008
19.10.2015;0.008
20.10.2015;0.009
21.10.2015;0.01
22.10.2015;0.011
24.10.2015;0.012
25.10.2015;0.013
26.10.2015;0.014
27.10.2015;0.016
28.10.2015;0.018
29.10.2015;0.02
31.10.2015;0.021
1.11.2015;0.023
2.11.2015;0.023
3.11.2015;0.023
4.11.2015;0.024
5.11.2015;0.026
6.11.2015;0.028
8.11.2015;0.03
9.11.2015;0.032
10.11.2015;0.034
11.11.2015;0.036
12.11.2015;0.038
13.11.2015;0.039
15.11.2015;0.04
16.11.2015;0.04
17.11.2015;0.037
18.11.2015;0.036
19.11.2015;0.036
20.11.2015;0.036
22.11.2015;0.035
23.11.2015;0.034
24.11.2015;0.035
25.11.2015;0.034
26.11.2015;0.033
27.11.2015;0.032
29.11.2015;0.032
30.11.2015;0.031
1.12.2015;0.029
2.12.2015;0.027
3.12.2015;0.026
4.12.2015;0.025
5.12.2015;0.025
7.12.2015;0.025
8.12.2015;0.025
9.12.2015;0.024
10.12.2015;0.023
11.12.2015;0.022
12.12.2015;0.021
14.12.2015;0.019
15.12.2015;0.017
16.12.2015;0.017
17.12.2015;0.017
18.12.2015;0.017
19.12.2015;0.017
21.12.2015;0.017
22.12.2015;0.017
23.12.2015;0.018
24.12.2015;0.02
25.12.2015;0.022
26.12.2015;0.024
28.12.2015;0.025
29.12.2015;0.025
30.12.2015;0.025
31.12.2015;0.026
1.01.2016;0.027
2.01.2016;0.028
3.01.2016;0.028
5.01.2016;0.03
6.01.2016;0.032
7.01.2016;0.033
8.01.2016;0.034
9.01.2016;0.035
10.01.2016;0.036
12.01.2016;0.037
13.01.2016;0.037
14.01.2016;0.042
15.01.2016;0.055
16.01.2016;0.069
17.01.2016;0.079
19.01.2016;0.091
20.01.2016;0.111
21.01.2016;0.133
22.01.2016;0.143
23.01.2016;0.142
24.01.2016;0.145
26.01.2016;0.16
27.01.2016;0.18
28.01.2016;0.198
29.01.2016;0.215
30.01.2016;0.233
31.01.2016;0.251
1.02.2016;0.267
3.02.2016;0.283
4.02.2016;0.298
5.02.2016;0.314
6.02.2016;0.331
7.02.2016;0.348
8.02.2016;0.365
10.02.2016;0.381
11.02.2016;0.398
12.02.2016;0.416
13.02.2016;0.434
14.02.2016;0.45
15.02.2016;0.465
17.02.2016;0.475
18.02.2016;0.483
19.02.2016;0.491
20.02.2016;0.497
21.02.2016;0.5
22.02.2016;0.499
24.02.2016;0.497
25.02.2016;0.495
26.02.2016;0.494
27.02.2016;0.493
28.02.2016;0.492
29.02.2016;0.49
1.03.2016;0.488
3.03.2016;0.486
4.03.2016;0.485
5.03.2016;0.483
6.03.2016;0.481
7.03.2016;0.48
8.03.2016;0.479
10.03.2016;0.478
11.03.2016;0.476
12.03.2016;0.474
13.03.2016;0.473
14.03.2016;0.473
15.03.2016;0.471
17.03.2016;0.469
18.03.2016;0.468
19.03.2016;0.467
20.03.2016;0.467
21.03.2016;0.467
22.03.2016;0.467
24.03.2016;0.467
25.03.2016;0.467
26.03.2016;0.467
27.03.2016;0.467
28.03.2016;0.467
29.03.2016;0.467
30.03.2016;0.467
1.04.2016;0.467
2.04.2016;0.467
3.04.2016;0.467
4.04.2016;0.467
5.04.2016;0.467
6.04.2016;0.467
8.04.2016;0.467
9.04.2016;0.467
10.04.2016;0.467
11.04.2016;0.467
12.04.2016;0.467
13.04.2016;0.467
15.04.2016;0.468
16.04.2016;0.473
17.04.2016;0.484
18.04.2016;0.499
19.04.2016;0.515
20.04.2016;0.533
22.04.2016;0.557
23.04.2016;0.586
24.04.2016;0.615
25.04.2016;0.643
26.04.2016;0.669
27.04.2016;0.696
28.04.2016;0.723
30.04.2016;0.748
1.05.2016;0.774
2.05.2016;0.801
3.05.2016;0.83
4.05.2016;0.858
5.05.2016;0.885
7.05.2016;0.91
8.05.2016;0.936
9.05.2016;0.962
10.05.2016;0.989
11.05.2016;1.017
12.05.2016;1.044
14.05.2016;1.07
15.05.2016;1.094
16.05.2016;1.115
17.05.2016;1.133
18.05.2016;1.146
19.05.2016;1.15
21.05.2016;1.148
22.05.2016;1.142
23.05.2016;1.136
24.05.2016;1.13
25.05.2016;1.123
26.05.2016;1.118
27.05.2016;1.112
29.05.2016;1.107
30.05.2016;1.1
31.05.2016;1.093
1.06.2016;1.087
2.06.2016;1.082
3.06.2016;1.077
5.06.2016;1.071
6.06.2016;1.065
7.06.2016;1.059
8.06.2016;1.053
9.06.2016;1.048
10.06.2016;1.043
12.06.2016;1.036
13.06.2016;1.03
14.06.2016;1.025
15.06.2016;1.019
16.06.2016;1.014
17.06.2016;1.009
19.06.2016;1.004
20.06.2016;1
21.06.2016;0.998
22.06.2016;0.997
23.06.2016;0.997
24.06.2016;0.997
25.06.2016;0.997
27.06.2016;0.997
28.06.2016;0.997
29.06.2016;0.997
30.06.2016;0.997
1.07.2016;0.996
2.07.2016;0.994
4.07.2016;0.993
5.07.2016;0.993
6.07.2016;0.993
7.07.2016;0.993
8.07.2016;0.993
9.07.2016;0.993
11.07.2016;0.993
12.07.2016;0.993
13.07.2016;0.993
14.07.2016;0.992
15.07.2016;0.99
16.07.2016;0.988
18.07.2016;0.987
19.07.2016;0.983
20.07.2016;0.978
21.07.2016;0.971
22.07.2016;0.964
23.07.2016;0.954
24.07.2016;0.944
26.07.2016;0.933
27.07.2016;0.924
28.07.2016;0.915
29.07.2016;0.907
30.07.2016;0.898
31.07.2016;0.888
2.08.2016;0.877
3.08.2016;0.867
4.08.2016;0.858
5.08.2016;0.85
6.08.2016;0.841
7.08.2016;0.831
9.08.2016;0.821
10.08.2016;0.81
11.08.2016;0.801
12.08.2016;0.793
13.08.2016;0.783
14.08.2016;0.773
16.08.2016;0.765
17.08.2016;0.758
18.08.2016;0.751
19.08.2016;0.742
20.08.2016;0.735
21.08.2016;0.729
22.08.2016;0.723
24.08.2016;0.717
25.08.2016;0.71
26.08.2016;0.704
27.08.2016;0.698
28.08.2016;0.692
29.08.2016;0.686
31.08.2016;0.68
1.09.2016;0.675
2.09.2016;0.669
3.09.2016;0.661
4.09.2016;0.654
5.09.2016;0.648
7.09.2016;0.642
8.09.2016;0.636
9.09.2016;0.63
10.09.2016;0.624
11.09.2016;0.617
12.09.2016;0.612
14.09.2016;0.605
15.09.2016;0.598
16.09.2016;0.591
17.09.2016;0.585
18.09.2016;0.583
19.09.2016;0.582
20.09.2016;0.581
22.09.2016;0.58
23.09.2016;0.58
24.09.2016;0.58
25.09.2016;0.581
26.09.2016;0.582
27.09.2016;0.583
29.09.2016;0.584
30.09.2016;0.585
1.10.2016;0.586
2.10.2016;0.586
3.10.2016;0.586
4.10.2016;0.586
6.10.2016;0.585
7.10.2016;0.586
8.10.2016;0.588
9.10.2016;0.59
10.10.2016;0.59
11.10.2016;0.59
13.10.2016;0.589
14.10.2016;0.589
15.10.2016;0.591
16.10.2016;0.593
17.10.2016;0.594
18.10.2016;0.595
19.10.2016;0.596
21.10.2016;0.598
22.10.2016;0.6
23.10.2016;0.602
24.10.2016;0.605
25.10.2016;0.608
26.10.2016;0.611
28.10.2016;0.613
29.10.2016;0.614
30.10.2016;0.616
31.10.2016;0.618
1.11.2016;0.62
2.11.2016;0.622
4.11.2016;0.625
5.11.2016;0.628
6.11.2016;0.63
7.11.2016;0.632
8.11.2016;0.634
9.11.2016;0.636
11.11.2016;0.637
12.11.2016;0.64
13.11.2016;0.642
14.11.2016;0.646
15.11.2016;0.648
16.11.2016;0.646
17.11.2016;0.641
19.11.2016;0.633
20.11.2016;0.626
21.11.2016;0.617
22.11.2016;0.607
23.11.2016;0.596
24.11.2016;0.585
26.11.2016;0.574
27.11.2016;0.564
28.11.2016;0.553
29.11.2016;0.542
30.11.2016;0.532
1.12.2016;0.521
3.12.2016;0.512
4.12.2016;0.502
5.12.2016;0.491
6.12.2016;0.48
7.12.2016;0.47
8.12.2016;0.459
10.12.2016;0.449
11.12.2016;0.438
12.12.2016;0.427
13.12.2016;0.417
14.12.2016;0.407
15.12.2016;0.397
16.12.2016;0.387
18.12.2016;0.377
19.12.2016;0.368
20.12.2016;0.36
21.12.2016;0.352
22.12.2016;0.344
23.12.2016;0.336
25.12.2016;0.328
26.12.2016;0.32
27.12.2016;0.313
28.12.2016;0.306
29.12.2016;0.299
30.12.2016;0.29
1.01.2017;0.283
2.01.2017;0.276
3.01.2017;0.269
4.01.2017;0.262
5.01.2017;0.254
6.01.2017;0.245
8.01.2017;0.237
9.01.2017;0.23
10.01.2017;0.224
11.01.2017;0.217
12.01.2017;0.209
13.01.2017;0.2
14.01.2017;0.192
16.01.2017;0.185
17.01.2017;0.18
18.01.2017;0.175
19.01.2017;0.17
20.01.2017;0.165
21.01.2017;0.16
23.01.2017;0.156
24.01.2017;0.152
25.01.2017;0.149
26.01.2017;0.145
27.01.2017;0.141
28.01.2017;0.138
30.01.2017;0.136
31.01.2017;0.133
1.02.2017;0.13
2.02.2017;0.126
3.02.2017;0.122
4.02.2017;0.119
6.02.2017;0.116
7.02.2017;0.114
8.02.2017;0.109
9.02.2017;0.105
10.02.2017;0.101
11.02.2017;0.099
12.02.2017;0.096
14.02.2017;0.092
15.02.2017;0.089
16.02.2017;0.085
17.02.2017;0.082
18.02.2017;0.079
19.02.2017;0.077
21.02.2017;0.075
22.02.2017;0.073
23.02.2017;0.071
24.02.2017;0.07
25.02.2017;0.068
26.02.2017;0.066
28.02.2017;0.064
1.03.2017;0.061
2.03.2017;0.058
3.03.2017;0.056
4.03.2017;0.053
5.03.2017;0.051
7.03.2017;0.05
8.03.2017;0.048
9.03.2017;0.046
10.03.2017;0.044
11.03.2017;0.043
12.03.2017;0.041
13.03.2017;0.039
15.03.2017;0.036
16.03.2017;0.033
17.03.2017;0.03
18.03.2017;0.028
